Common Name,Threatened status,Kingdom,Class,ACT,NSW,NT,QLD,SA,TAS,VIC,WA
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Broad-toothed Rat (mainland), Tooarrana",Endangered,Animalia,Mammalia,Yes,Yes,-,-,Yes,-,Yes,-
Gray's Helicarionid Land Snail,Critically Endangered,Animalia,Gastropoda,-,-,-,-,-,-,-,-
Phillip Island Helicarionid Land Snail,Critically Endangered,Animalia,Gastropoda,-,-,-,-,-,-,-,-
Suter's Striped Glass-snail,Critically Endangered,Animalia,Gastropoda,-,-,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Giant Gippsland Earthworm,Vulnerable,Animalia,Oligochaeta,-,-,-,-,-,-,Yes,-
Biconvex Paperbark,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Deane's Melaleuca,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Wongan Melaleuca,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"South-eastern Hooded Robin, Hooded Robin (south-eastern)",Endangered,Animalia,Aves,Yes,Yes,-,Yes,Yes,-,Yes,-
"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Animalia,Aves,-,-,Yes,-,-,-,-,-
Lake Eacham Rainbowfish,Endangered,Animalia,Actinopterygii,-,-,-,Yes,-,-,-,-
Malanda Rainbowfish,Critically Endangered,Animalia,Actinopterygii,-,-,-,Yes,-,-,-,-
Running River Rainbowfish,Critically Endangered,Animalia,Actinopterygii,-,-,-,Yes,-,-,-,-
Narrow-leaf Melichrus,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Hairy Melichrus,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Shade Tree,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Norfolk Island Mahoe,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Whiteywood, a tree",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Kangaroo Island Brown-headed Honeyeater,Endangered,Animalia,Aves,-,-,-,-,Yes,-,-,-
Bramble Cay Melomys,Extinct,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
"Maroubra Woodland Snail, Maroubra Land Snail",Endangered,Animalia,Gastropoda,-,Yes,-,-,-,-,-,-
Narrow-leaved Meryta,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Shade Tree, Broad-leaved Meryta",Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Animalia,Mammalia,-,-,Yes,-,-,-,-,Yes
Black-footed Tree-rat (Melville Island),Vulnerable,Animalia,Mammalia,-,-,Yes,-,-,-,-,-
"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Fitzroy Land Snail,Endangered,Animalia,Gastropoda,-,-,Yes,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Wongan Microcorys,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Animalia,Insecta,-,-,-,-,-,Yes,-,-
Angus's Onion Orchid,Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
South-Coast Mignonette Orchid,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Barrow Cave Gudgeon,Endangered,Animalia,Actinopterygii,-,-,-,-,-,-,-,Yes
"Cape Range Cave Gudgeon, Blind Gudgeon",Vulnerable,Animalia,Actinopterygii,-,-,-,-,-,-,-,Yes
Southern Bent-wing Bat,Critically Endangered,Animalia,Mammalia,-,-,-,-,Yes,-,Yes,-
Minnie Daisy,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,Yes
Horsfield's Bushlark (Tiwi Islands),Vulnerable,Animalia,Aves,-,-,Yes,-,-,-,-,-
Southern Elephant Seal,Vulnerable,Animalia,Mammalia,-,-,-,-,Yes,Yes,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
a vine,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Animalia,Amphibia,-,Yes,-,Yes,-,-,Yes,-
Fleay's Frog,Endangered,Animalia,Amphibia,-,Yes,-,Yes,-,-,-,-
"Giant Barred Frog, Southern Barred Frog",Vulnerable,Animalia,Amphibia,-,Yes,-,Yes,-,-,-,-
Kangaroo Island Micro-trapdoor Spider,Endangered,Animalia,Arachnida,-,-,-,-,Yes,-,-,-
Southern Purple Spotted Gudgeon (Murray-Darling Basin population),Endangered,Animalia,Actinopterygii,-,Yes,-,Yes,Yes,-,Yes,-
"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,Animalia,Actinopterygii,-,-,-,Yes,Yes,-,-,-
"Dalhousie Mogurnda, Dalhousie Purple-spotted Gudgeon",Critically Endangered,Animalia,Actinopterygii,-,-,-,-,Yes,-,-,-
Grass Fern,Extinct,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
Trailing Monotoca,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
"Non-parasitic Lamprey, Precocious Lamprey",Endangered,Animalia,Cephalaspidomorphi,-,Yes,-,Yes,-,-,Yes,-
"Shrubby Creeper, Pohuehue",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Tuggeranong Lignum,Endangered,Plantae,Magnoliopsida,Yes,-,-,-,-,-,-,-
Daintree's River Banana,Extinct,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Jerramungup Myoporum,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Popwood, Sandalwood",Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
-,Extinct,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Chiddarcooping Myriophyllum,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Ridged Water-milfoil,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Numbat,Endangered,Animalia,Mammalia,-,Yes,Yes,-,Yes,-,-,Yes
Ant Plant,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Beech,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Masters' Charopid Land Snail,Critically Endangered,Animalia,Gastropoda,-,Yes,-,-,-,-,-,-
Western Sawshelled Turtle,Endangered,Animalia,Reptilia,-,Yes,-,Yes,-,-,-,-
Purvis' Turtle,Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
Nangur Spiny Skink,Critically Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Balston's Pygmy Perch,Vulnerable,Animalia,Actinopterygii,-,-,-,-,-,-,-,Yes
Southern Pygmy Perch (Murray-Darling Basin lineage),Vulnerable,Animalia,Actinopterygii,-,Yes,-,-,Yes,-,Yes,-
Yarra Pygmy Perch,Endangered,Animalia,Actinopterygii,-,-,-,-,Yes,-,Yes,-
Oxleyan Pygmy Perch,Endangered,Animalia,Actinopterygii,-,Yes,-,Yes,-,-,-,-
Little Pygmy Perch,Endangered,Animalia,Actinopterygii,-,-,-,-,-,-,-,Yes
"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,Animalia,Actinopterygii,-,-,-,-,Yes,-,Yes,-
Flatback Turtle,Vulnerable,Animalia,Reptilia,-,Yes,Yes,Yes,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Windswept Helmet-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Leafy Nematolepis,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Harsh Nematolepis,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Shiny Nematolepis,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
"Australian Lungfish, Queensland Lungfish",Vulnerable,Animalia,Sarcopterygii,-,-,-,Yes,-,-,-,-
"Star Finch (eastern), Star Finch (southern)",Endangered,Animalia,Aves,-,Yes,-,Yes,-,-,-,-
A native bee,Critically Endangered,Animalia,Insecta,-,-,-,-,-,-,-,Yes
Orange-bellied Parrot,Critically Endangered,Animalia,Aves,-,Yes,-,-,Yes,Yes,Yes,-
Blue-winged Parrot,Vulnerable,Animalia,Aves,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-
"Australian Sea-lion, Australian Sea Lion",Endangered,Animalia,Mammalia,-,-,-,-,Yes,-,Yes,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Dalhousie Catfish,Critically Endangered,Animalia,Actinopterygii,-,-,-,-,Yes,-,-,-
marine brown alga,Endangered,Plantae,Phaeophyceae,-,Yes,-,-,-,Yes,Yes,-
Kangaroo Island White-eared Honeyeater,Endangered,Animalia,Aves,-,-,-,-,Yes,-,-,-
Norfolk Island Kaka,Extinct,Animalia,Aves,-,-,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Christmas Island Hawk-Owl, Christmas Boobook",Vulnerable,Animalia,Aves,-,-,-,-,-,-,-,-
"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Extinct,Animalia,Aves,-,Yes,-,-,-,-,-,-
"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Endangered,Animalia,Aves,-,-,-,-,-,-,-,-
a green alga,Critically Endangered,Plantae,Streptophyta (no class),-,Yes,-,-,-,-,-,-
Toolache Wallaby,Extinct,Animalia,Mammalia,-,-,-,-,Yes,-,Yes,-
Parma Wallaby,Vulnerable,Animalia,Mammalia,-,Yes,-,-,-,-,-,-
Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Animalia,Reptilia,-,-,-,-,Yes,-,-,-
Cooneana Olive,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Lloyd's Olive,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Short-tailed Hopping-mouse, Yoontoo",Extinct,Animalia,Mammalia,-,-,Yes,-,Yes,-,-,Yes
"Northern Hopping-mouse, Woorrentinta",Endangered,Animalia,Mammalia,-,-,Yes,Yes,-,-,-,-
"Dusky Hopping-mouse, Wilkiniti",Vulnerable,Animalia,Mammalia,-,Yes,Yes,Yes,Yes,-,-,-
"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,Animalia,Mammalia,-,Yes,Yes,-,Yes,-,-,Yes
"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Darling Downs Hopping-mouse, Payi",Extinct,Animalia,Mammalia,-,Yes,-,Yes,-,-,-,-
"Broad-cheeked Hopping-mouse, Great Hopping-mouse",Extinct,Animalia,Mammalia,-,-,-,-,Yes,-,-,-
"Eastern Curlew, Far Eastern Curlew",Critically Endangered,Animalia,Aves,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Nawaran, Oenpelli Python, Oenpelli Rock Python",Vulnerable,Animalia,Reptilia,-,-,Yes,-,-,-,-,-
"Corben's Long-eared Bat, South-eastern Long-eared Bat",Vulnerable,Animalia,Mammalia,-,Yes,-,Yes,Yes,-,Yes,-
"Lord Howe Long-eared Bat, Lord Howe Island Bat",Extinct,Animalia,Mammalia,-,Yes,-,-,-,-,-,-
Mossman Fairy Orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Southern Ochrosia,Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Arcadia Velvet Gecko,Critically Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Arid Bronze Azure,Critically Endangered,Animalia,Insecta,-,-,-,-,-,-,-,Yes
Minnie Waters Olax,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Arckaringa Daisy,Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Marble Daisy-bush,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Dorrigo Daisy-bush,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Swamp Daisy, Water Daisy",Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
Small-flowered Daisy-bush,Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Extinct,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
"Lord Howe and Norfolk Islands Skink, Lord Howe Island Skink",Vulnerable,Animalia,Reptilia,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Animalia,Mammalia,-,Yes,-,Yes,Yes,-,Yes,-
"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",Extinct,Animalia,Mammalia,-,Yes,Yes,-,Yes,-,-,Yes
Esperance Dog Weed,Extinct,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Bronzeback Snake-lizard,Vulnerable,Animalia,Reptilia,-,-,Yes,-,Yes,-,-,-
Blind Cave Eel,Vulnerable,Animalia,Actinopterygii,-,-,-,-,-,-,-,Yes
Australian Snubfin  Dolphin,Vulnerable,Animalia,Mammalia,-,-,Yes,Yes,-,-,-,Yes
Rosewood Keeled Snail,Critically Endangered,Animalia,Gastropoda,-,-,Yes,-,-,-,-,Yes
"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Vulnerable,Animalia,Insecta,-,-,-,-,-,Yes,-,-
"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Endangered,Animalia,Insecta,-,-,-,-,-,Yes,-,-
-,Vulnerable,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
Mountain Villarsia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Long-necked Northern Leaf-tailed Gecko, McIlwraith Leaf-tailed Gecko",Critically Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Onionwood, Bog Onion, Onion Cedar",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Reflexed Everlasting,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
"Clubmoss Everlasting, Table Mountain Daisy Bush",Extinct,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Wollumbin Dogwood,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Golden Whistler (Norfolk Island),Vulnerable,Animalia,Aves,-,-,-,-,-,-,-,-
Red-lored Whistler,Vulnerable,Animalia,Aves,-,Yes,-,-,Yes,-,Yes,-
Fairy Prion (southern),Vulnerable,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Edgar Range Pandanus,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Abbott's Booby,Endangered,Animalia,Aves,-,-,-,-,-,-,-,-
Sandplain Duck Orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Shannon Paragalaxias,Vulnerable,Animalia,Actinopterygii,-,-,-,-,-,Yes,-,-
Great Lake Paragalaxias,Vulnerable,Animalia,Actinopterygii,-,-,-,-,-,Yes,-,-
Arthurs Paragalaxias,Endangered,Animalia,Actinopterygii,-,-,-,-,-,Yes,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Eltham Copper Butterfly,Endangered,Animalia,Insecta,-,-,-,-,-,-,Yes,-
"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",Vulnerable,Animalia,Insecta,-,Yes,-,-,-,-,-,-
Dibbler,Endangered,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Forty-spotted Pardalote,Endangered,Animalia,Aves,-,-,-,-,-,Yes,-,-
Milky Silkpod,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Mt Larcom Silk Pod,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Tasmanian Live-bearing Seastar,Vulnerable,Animalia,Asteroidea,-,-,-,-,-,Yes,-,-
a grass,Vulnerable,Plantae,Liliopsida,-,Yes,-,Yes,-,-,-,-
-,Extinct,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Spiral-leaved Patersonia,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Plains-wanderer,Critically Endangered,Animalia,Aves,-,Yes,Yes,Yes,Yes,-,Yes,-
Omeo Stork's-bill,Endangered,Plantae,Magnoliopsida,Yes,Yes,-,-,-,-,Yes,-
Pennantia,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Shark Bay Bandicoot,Endangered,Animalia,Mammalia,-,Yes,-,-,Yes,-,-,Yes
"Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot",Extinct,Animalia,Mammalia,-,Yes,-,-,-,-,-,-
"Desert Bandicoot, Walilya",Extinct,Animalia,Mammalia,-,-,Yes,-,Yes,-,-,Yes
Eastern Barred Bandicoot (Tasmania),Vulnerable,Animalia,Mammalia,-,-,-,-,-,Yes,-,-
Eastern Barred Bandicoot (Mainland),Endangered,Animalia,Mammalia,-,-,-,-,Yes,-,Yes,-
"Marl, Western Barred Bandicoot",Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
South-eastern Striped Bandicoot,Extinct,Animalia,Mammalia,-,-,-,-,Yes,-,Yes,-
"Butterfly Bandicoot, Nullarbor Barred Bandicoot",Extinct,Animalia,Mammalia,-,-,-,-,Yes,-,-,Yes
Lord Howe Earthworm,Critically Endangered,Animalia,Oligochaeta,-,Yes,-,-,-,-,-,-
"Knotweed, Tall Knotweed",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Needle Geebung,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Bargo Geebung,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Mittagong Geebung,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Hairy Geebung, Hairy Persoonia",Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Extinct,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Clandulla Geebung,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Small-flowered Snottygobble,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Nodding Geebung,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
North Rothbury Persoonia,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Extinct,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Greater Glider (northern), Greater Glider (north-eastern Queensland)",Vulnerable,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Greater Glider (southern and central),Endangered,Animalia,Mammalia,Yes,Yes,-,Yes,-,-,Yes,-
Yellow-bellied Glider (south-eastern),Vulnerable,Animalia,Mammalia,Yes,Yes,-,Yes,-,-,Yes,-
"Yellow-bellied Glider (Wet Tropics), Fluffy Glider",Endangered,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Mahogany Glider,Endangered,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Cape York Rock-wallaby,Endangered,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Nabarlek (Top End),Endangered,Animalia,Mammalia,-,-,Yes,-,-,-,-,-
Nabarlek (Victoria River District),Critically Endangered,Animalia,Mammalia,-,-,Yes,-,-,-,-,-
Nabarlek (Kimberley),Endangered,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Warru, Central Australian Rock-wallaby",Vulnerable,Animalia,Mammalia,-,-,Yes,-,Yes,-,-,Yes
Recherche Rock-wallaby,Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Wiliji, West Kimberley Rock-wallaby",Endangered,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Black-flanked Rock-wallaby, Moororong, Black-footed Rock Wallaby",Endangered,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Brush-tailed Rock-wallaby,Vulnerable,Animalia,Mammalia,Yes,Yes,-,Yes,-,-,Yes,-
Proserpine Rock-wallaby,Endangered,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Yellow-footed Rock-wallaby (central-western Queensland),Vulnerable,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Yellow-footed Rock-wallaby (SA and NSW),Vulnerable,Animalia,Mammalia,-,Yes,-,-,Yes,-,-,-
"Norfolk Island Robin, Pacific Robin",Vulnerable,Animalia,Aves,-,-,-,-,-,-,-,-
Laterite Petrophile,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Western Ground Parrot, Kyloring",Critically Endangered,Animalia,Aves,-,-,-,-,-,-,-,Yes
Night Parrot,Critically Endangered,Animalia,Aves,-,Yes,Yes,Yes,Yes,-,Yes,Yes
"Christmas Island White-tailed Tropicbird, Golden Bosunbird",Endangered,Animalia,Aves,-,-,-,-,-,-,-,-
"Red-tailed Tropicbird (Indian Ocean), Indian Ocean Red-tailed Tropicbird",Endangered,Animalia,Aves,-,-,-,-,-,-,-,Yes
Lesser Swamp-orchid,Endangered,Plantae,Liliopsida,-,Yes,-,Yes,-,-,-,-
Yellow Swamp-orchid,Endangered,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Native Moth Orchid,Endangered,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",Vulnerable,Animalia,Mammalia,-,Yes,Yes,-,Yes,-,Yes,Yes
Northern Brush-tailed Phascogale,Vulnerable,Animalia,Mammalia,-,-,Yes,-,-,-,-,-
"Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)",Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",Endangered,Animalia,Mammalia,Yes,Yes,-,Yes,-,-,-,-
"Davies' Waxflower, St Helens Waxflower",Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Mt Berryman Phebalium,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Rusty Desert Phebalium,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Lowan Phebalium,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,Yes,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Dwarf Mountain Pine,Critically Endangered,Plantae,Pinatae,-,Yes,-,-,-,-,-,-
Baw Baw Frog,Critically Endangered,Animalia,Amphibia,-,-,-,-,-,-,Yes,-
Mount Ballow Mountain Frog,Endangered,Animalia,Amphibia,-,Yes,-,Yes,-,-,-,-
Mountain Frog,Endangered,Animalia,Amphibia,-,Yes,-,Yes,-,-,-,-
Pugh's Sphagnum Frog,Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
Richmond Range Sphagnum Frog,Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
Sphagnum Frog,Vulnerable,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
White-flowered Philotheca,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Sickle-leaved Waxflower,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Freycinet Waxflower,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Mountain Wax-flower,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Wongan Eriostemon,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Keeled Tassel-fern,Endangered,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
Blue Tassel-fern,Endangered,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
Rat's Tail Tassel-fern,Endangered,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
Water Tassel-fern,Vulnerable,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
"Rock Tassel-fern, Water Tassel-fern",Critically Endangered,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
Square Tassel Fern,Vulnerable,Plantae,Lycopodopiatae,-,-,-,Yes,-,-,-,-
Sooty Albatross,Vulnerable,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,Yes
Norfolk Island Phreatia,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,-
